tier	match	us	file	line	zone	context
V	$3.3M	$xM / $xB	.planning/retirement-optimizer/task_plan.md	4939	doc	that "looked obviously safe and lost the right answer on a $3.3M scenario, reported 25% against
V	sat	"was sat" (UK) -> sitting / sits (vet)	.planning/retirement-optimizer/task_plan.md	1739	doc	Optimizer cannot see past its own grid, and the user's pick sat ON the boundary
V	stood	"was stood" (UK) -> standing (vet)	.planning/retirement-optimizer/task_plan.md	4922	doc	under this same heading. The duplicate that stood here disagreed with `P35`’s own settled-decisions
S	normalise	normalize	.planning/retirement-optimizer/task_plan.md	1479	doc	ort could manufacture entries Load would not open. Both now normalise, then
S	unsanitised	unsanitized	.planning/retirement-optimizer/task_plan.md	1487	doc	Also fixed on the way: the export filename was interpolated unsanitised and the blank-name fallback
S	materialised	materialized	.planning/retirement-optimizer/task_plan.md	1569	doc	materialised at one spend rate and one strategy, and the harne
S	italicised	italicized	.planning/retirement-optimizer/task_plan.md	4302	doc	named modes. *RMDs* is italicised with a "when required" footnote - it tells the re
S	optimising	optimizing	.planning/retirement-optimizer/task_plan.md	4326	doc	objective, and a user optimising the IRA Target wants the opposite mode from one o
S	optimising	optimizing	.planning/retirement-optimizer/task_plan.md	4326	doc	optimising the IRA Target wants the opposite mode from one optimising
S	coloured	color	.planning/task_completed.md	618	doc	Test` tile** (`#stat-stress`), reading e.g. `7 of 10 fail`, coloured on `renderSurvivalTable`'s bands. Written by `upd
S	coloured	color	.planning/task_completed.md	620	doc	dist` idiom), with `renderStressHeadline()` drawing a large coloured `7 / 10` plus a plain sentence, mirrored into the
S	colour	color	.planning/task_completed.md	708	doc	ne variation, the current plan) and `stress.numPaths`. Same colour bands as `renderSurvivalTable`.
S	colours	color	.planning/task_completed.md	4541	doc	colours, symbols and the compare hint merged into ONE fol
S	colour	color	.planning/task_completed.md	4545	doc	renders ⚠️ on exactly the flag that drives the row colour and the filter) and are now
S	colour	color	.planning/task_completed.md	4547	doc	Conv Tax`**, with Break Even ahead of it. Only Best keeps a colour
S	colour	color	.planning/task_completed.md	5485	doc	sis table deleted. **DONE 2026-08-18.** Each plan keeps the colour
S	behaviour	behavior	.planning/task_completed.md	4628	doc	which reaches the same behaviour by a different route since `age1 >= 0` is always
S	behaviour	behavior	.planning/task_completed.md	4942	doc	- [x] **P64a** - **DONE v11.15b6.** Thread the parameter, behaviour-neutral at the default. `inputs.propTax` (today's
S	behaviour	behavior	.planning/task_completed.md	4965	doc	either inside P64a.** Unlike `propTax: 0` these are NOT behaviour-neutral: a CA household whose state
S	behaviour	behavior	.planning/task_completed.md	4982	doc	`obbaOn` gates only the senior deduction. **Not behaviour-neutral**: it lowers 2029 federal tax for
S	neighbour	neighbor	.planning/task_completed.md	2351	doc	`selectionOf` round-trips every family and never matches a neighbour,
S	neighbour	neighbor	.planning/task_completed.md	2751	doc	separate - the reader can get a neighbour. Verified both ways in the browser: clicking at y
S	neighbour	neighbor	.planning/task_completed.md	2753	doc	he Rank 95% survivor at year 18, 143px clear of its nearest neighbour, replayed exactly it.
S	neighbourhood	neighbor	.planning/task_completed.md	3909	doc	neighbourhood only, so it does not collide with `P35i`'s `fillS
S	neighbour	neighbor	.planning/task_completed.md	3911	doc	in `P84` waits on `P72`. **`P28j` is the other neighbour:** it owns the `preMonths` 1-vs-11 rule
S	cancelled	canceled / canceling	.planning/task_completed.md	1928	doc	satisfied); `cancelMC` clears it, deliberately - the user cancelled, so do not start another
S	cancelled	canceled / canceling	.planning/task_completed.md	3046	doc	error ran the other way for some plans and the two partly cancelled. Private defined-benefit
S	cancelled	canceled / canceling	.planning/task_completed.md	3231	doc	one path per selected scenario, and a cancelled job resolving to null. `_p23NewSynth` is now a
S	modelled	modeled / modeling	.planning/task_completed.md	679	doc	- **Not modelled (stated in the changelog, not half-built):** the
S	modelled	modeled / modeling	.planning/task_completed.md	1289	doc	`[{l: Infinity}]` hit it on every lookup, and 21 of 38 modelled jurisdictions have one. Full writeup
S	modelling	modeled / modeling	.planning/task_completed.md	1548	doc	`minlimit` ("Lesser of") predates the tool's IRMAA modelling. It meant *the lesser of the chosen
S	modelled	modeled / modeling	.planning/task_completed.md	1550	doc	**Both reasons are gone:** IRMAA tiers are modelled directly (the `IRMAA Ceil` family sweeps tiers
S	modelling	modeled / modeling	.planning/task_completed.md	1708	doc	**Raised as a modelling gap, resolved as a labelling one, and the user's
S	labelling	labeled / labeling	.planning/task_completed.md	1708	doc	**Raised as a modelling gap, resolved as a labelling one, and the user's framing is the right one.**
S	labelled	labeled / labeling	.planning/task_completed.md	2075	doc	was labelled "neither 65 at start", but the plan starts in 202
S	labelled	labeled / labeling	.planning/task_completed.md	2079	doc	- **Follow-up, not opened as work:** `startAge` is labelled "Retirement Start Age" but behaves as
S	labelled	labeled / labeling	.planning/task_completed.md	2780	doc	ader looks first, so without it those cells would have been labelled with the block the
S	labelled	labeled / labeling	.planning/task_completed.md	4762	doc	### Group 3 - the second model nobody labelled
S	equalling	equaled	.planning/task_completed.md	1377	doc	page reproduces every node number, including the lapsed arm equalling the
S	greys	gray	.planning/task_completed.md	1681	doc	The gate greys out the ACA rows once everyone in the plan is on
S	greyed	gray	.planning/task_completed.md	1689	doc	s no second age calculation to drift. Already past: options greyed, box silent, on the
S	greyed	gray	.planning/task_completed.md	1698	doc	and it is defensible - the options are visibly greyed and nothing could be done about it either way -
S	greyed	gray	.planning/task_completed.md	1699	doc	but if greyed-with-no-reason reads badly, the fix is a short st
S	greyed	gray	.planning/task_completed.md	2067	doc	NOT gated the same way: it explains why the ACA options are greyed out, and a
S	grey	gray	.planning/task_completed.md	2612	doc	Neither arrow is ever disabled, which answers the grey-out question by removing it. `ringStep`
S	greyed	gray	.planning/task_completed.md	3448	doc	the *Roth before Brokerage* switch (under Cycle Brokerage, greyed under
V	backwards	backward	.planning/task_completed.md	2058	doc	produces a backwards flip fails rather than ships.
V	backwards	backward	.planning/task_completed.md	3337	doc	as numbers (3 before 23, which the old text sort got backwards), a negative parameter (IRMAA
V	backwards	backward	.planning/task_completed.md	4428	doc	findings.md - the shortfall sign was read backwards).
V	backwards	backward	.planning/task_completed.md	5003	doc	backwards: TX and FL must clear the entire standard deducti
I	ticking	check / checked / unchecked (a box) - vet: chart "ticks" are fine	.planning/task_completed.md	2694	doc	browser: ticking the box flipped `convertExcessToRoth` false -> tr
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	.planning/task_completed.md	2743	doc	at plan scope, 0 at compare, 10 at compare once the reader ticks the box.
I	ticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	.planning/task_completed.md	4885	doc	California)". The field appears only once its checkbox is ticked, and it survives a share link.
I	Full stop	period	.planning/task_completed.md	1744	doc	1. **The target is whatever limit the user chose. Full stop.** No `min` against anything else.
V	00 January	Month D, YYYY	.planning/task_completed.md	5513	doc	for a signed total. A $40,000 January conversion drives every total NEGATIVE (the Roth
V	$2M	$xM / $xB	.planning/task_completed.md	145	doc	='aca'` that never breaches FPL cap (`acaBreach`/⚠️). Fixes $2M-IRA-stranded shortfall after spouse death halves
V	$1.2M	$xM / $xB	.planning/task_completed.md	255	doc	while the engine under-withdrew (`BASE` has $850k against $1.2M of spending; it now depletes fully
V	$1.45M	$xM / $xB	.planning/task_completed.md	256	doc	and the mean is ~22.9%). `CREEP_BASE` had $1.45M against $1.8M, so once the IRA is actually spent
V	$1.8M	$xM / $xB	.planning/task_completed.md	256	doc	and the mean is ~22.9%). `CREEP_BASE` had $1.45M against $1.8M, so once the IRA is actually spent
V	$2M	$xM / $xB	.planning/task_completed.md	816	doc	ate, prediction confirmed exactly (17 / 81 / 201 at $400k / $2M / $5M). At the $2M benchmark, 12 candidates ≈ 835
V	$5M	$xM / $xB	.planning/task_completed.md	816	doc	rediction confirmed exactly (17 / 81 / 201 at $400k / $2M / $5M). At the $2M benchmark, 12 candidates ≈ 835 ms /
V	$2M	$xM / $xB	.planning/task_completed.md	816	doc	firmed exactly (17 / 81 / 201 at $400k / $2M / $5M). At the $2M benchmark, 12 candidates ≈ 835 ms / ~1184 runs —
V	$5M	$xM / $xB	.planning/task_completed.md	816	doc	so NO coarse-to-fine built. **Follow-up trigger recorded:** $5M+ IRAs cross the run budget (~2624 runs) → open a
V	$2M	$xM / $xB	.planning/task_completed.md	821	doc	** node 84/84 + taxPaymentPlanner 12/12. Browser (v11.12e5, $2M/$90k): 12 candidates → 3 ⇌ rows from 3 DIFFERENT
V	$2M	$xM / $xB	.planning/task_completed.md	829	doc	rically confirmed 2026-07-16 (browser, default scenario + a $2M-IRA/$90k-spend variant):**
V	$2M	$xM / $xB	.planning/task_completed.md	830	doc	his family benefit from converting more."** Measured on the $2M/$90k scenario:
V	$9.2M	$xM / $xB	.planning/task_completed.md	831	doc	- Top-5 were all cyclic `fixedpct` (IRA Draw) rows, ~$9.2M finalNW. Their sweep correctly returns `optConv:
V	$3.5M	$xM / $xB	.planning/task_completed.md	1012	doc	code path P28 valued at up to $3.5M. P32 follows on that same path. P31 after both, b
V	$2.5M	$xM / $xB	.planning/task_completed.md	1653	doc	Measured on that plan - $2.5M + $1.5M IRAs, IRMAA Tier 1, TX, person 1 dying 20
V	$1.5M	$xM / $xB	.planning/task_completed.md	1653	doc	Measured on that plan - $2.5M + $1.5M IRAs, IRMAA Tier 1, TX, person 1 dying 2046 - **a
V	$1M	$xM / $xB	.planning/task_completed.md	1709	doc	not grow between today and a future retirement year - typed $1M
V	$1.26M	$xM / $xB	.planning/task_completed.md	1711	doc	would be about $1.26M. The user's answer: the section is titled **"Asse
V	$2.8M	$xM / $xB	.planning/task_completed.md	1863	doc	% is treated as consuming ceiling it never occupies. On one $2.8M fixture
V	$2.5M	$xM / $xB	.planning/task_completed.md	2102	doc	One plan, Fill Bracket 22%, MFJ 64/62, CA, $2.5M IRA, 4 conversion sizes. Straight off the log:
V	$1.41M	$xM / $xB	.planning/task_completed.md	2215	doc	grew ($1.41M to $0.63M), so the tool was presenting a large co
V	$0.63M	$xM / $xB	.planning/task_completed.md	2215	doc	grew ($1.41M to $0.63M), so the tool was presenting a large conversion a
V	$2.97M	$xM / $xB	.planning/task_completed.md	3349	doc	across 23 scenarios: `gainVsFull >= 0` in every one, up to +$2.97M, scaling hard with growth and longevity; delivere
V	$2.97M	$xM / $xB	.planning/task_completed.md	3351	doc	agnostic never fires while stopping early still gained $99k–$2.97M. **So P24 is a searched stop-year feature, and th
V	$23.47M	$xM / $xB	.planning/task_completed.md	3356	doc	versions by default.** Extra-only truncation is much worse ($23.47M vs $24.23M) and never breaks even at any cutoff —
V	$24.23M	$xM / $xB	.planning/task_completed.md	3356	doc	default.** Extra-only truncation is much worse ($23.47M vs $24.23M) and never breaks even at any cutoff — the late d
V	$1.887M	$xM / $xB	.planning/task_completed.md	3366	doc	is where the real value is (finding §3: C−D was +$228k to +$1.887M). Optimizer table then displays the stop as a **c
V	$2.97M	$xM / $xB	.planning/task_completed.md	3404	doc	idence sweep: `gainVsFull >= 0` in all 23 scenarios, up to +$2.97M. The
V	$1M	$xM / $xB	.planning/task_completed.md	3436	doc	cost >$1M in plausible account mixes, and part of that is t
V	$3.56M	$xM / $xB	.planning/task_completed.md	3469	doc	, and the zero-predicate still holds. What does not: "worth $3.56M and almost
V	$2M	$xM / $xB	.planning/task_completed.md	3577	doc	advisory fee on a $2M portfolio is ~$20,000 in year one, compounding fo
V	$2M	$xM / $xB	.planning/task_completed.md	3698	doc	order of `rate^2 * 3/8 * balance`, which at 1% on $2M is roughly **$75/yr against a $20,000 fee**.
V	$7.4M	$xM / $xB	.planning/task_completed.md	3971	doc	largest LOSSES (brokerage-heavy, $7.4M drawn, -$146,374; balanced thirds at 6%, -$633,60
V	$3.5M	$xM / $xB	.planning/task_completed.md	4282	doc	costing the tool the exact lever P28 valued at up to $3.5M.
V	$2.1M	$xM / $xB	.planning/task_completed.md	4404	doc	tally protective for aggressive ceilings (Fill Bracket 35% -$2.1M) while
V	$2.1M	$xM / $xB	.planning/task_completed.md	4475	doc	tally protective for aggressive ceilings (Fill Bracket 35% −$2.1M) while measured
V	$32M	$xM / $xB	.planning/task_completed.md	4992	doc	after-tax net worth on a $32M terminal balance, i.e. **0.06%**.
V	sat	"was sat" (UK) -> sitting / sits (vet)	.planning/task_completed.md	1445	doc	saved scenario nor the share URL - sat inside a phase whose status reads DONE. It stays
V	sat	"was sat" (UK) -> sitting / sits (vet)	.planning/task_completed.md	2569	doc	inflationFactor and infl%/return% already sat behind Show All, verified 2026-08-25. Browser:
V	sat	"was sat" (UK) -> sitting / sits (vet)	.planning/task_completed.md	3440	doc	were high. Round 2 had confounded mix with strain (defaults sat at 8.6%,
V	sat	"was sat" (UK) -> sitting / sits (vet)	.planning/task_completed.md	3516	doc	**UNGATED from the nerdknob, user request 2026-08-28.** It sat behind the knob only while it was
V	sat	"was sat" (UK) -> sitting / sits (vet)	.planning/task_completed.md	4344	doc	2026-08-21 and the question sat inert while looking answered. Also fixed the arm
S	summarised	summarized	.planning/task_completed.md	181	doc	or duplicates. Bodies are verbatim; nothing was summarised away. `progress.md` carries a one-line
S	materialised	materialized	.planning/task_completed.md	475	doc	`.gitattributes`, so a fresh clone would have materialised the hook with CRLF and `sh` cannot
S	renormalise	renormalize	.planning/task_completed.md	477	doc	at directory on purpose** — a repo-wide `* text=auto` would renormalise every
S	summarised	summarized	.planning/task_completed.md	1438	doc	verbatim; nothing was summarised away, and `[x]` boxes and stale `**Status:**` lin
S	recognise	recognize	.planning/task_completed.md	2730	doc	variation loop so the loop can recognise its own variation while it still has those paths;
S	normalises	normalizes	.planning/task_completed.md	4560	doc	`retirement_optimizer.html` and `.githooks/README.md`. Git normalises on commit so the blob is fine,
S	maximises	maximizes	.planning/task_completed.md	4729	doc	- [x] **P57g** - The December-draw step note claims "maximises IRA tax-deferred growth" with no
V	$1.87M	$xM / $xB	.test_harnesses/betr_harness.js	204	comment	// that must never convert, while its actual gain is +$1.87M at a 0% heirs rate. So the verdict here
V	$2.6M	$xM / $xB	.test_harnesses/conversion_value_general_harness.js	113	string	why: 'the IRA-to-taxable axis. $700k of IRA against $2.6M of brokerage, the reverse of the '
V	$3.44M	$xM / $xB	.test_harnesses/conversion_value_harness.js	11	comment	ge-gap-ira-heavy-ca` household from the plan bank. CA, MFJ, $3.44M across two
S	labelled	labeled / labeling	.test_harnesses/convtiming_harness.js	703	comment	ng is not evidence that they agree about anything, so it is labelled as vacuous
V	$1M	$xM / $xB	.test_harnesses/convtiming_harness.js	176	comment	// registered here is in dollars over a ~$1M-$20M range, so $1 is a real threshold rather than
V	$20M	$xM / $xB	.test_harnesses/convtiming_harness.js	176	comment	// registered here is in dollars over a ~$1M-$20M range, so $1 is a real threshold rather than a
V	$1M	$xM / $xB	.test_harnesses/convtiming_harness.js	342	string	check('a real $1M spread names the right winner', w === 'FRONT', `w
V	$2.55M	$xM / $xB	.test_harnesses/endgame_harness.js	29	comment	* balanced, rothheavy; $2.55M constant} x basis 20/50/80% x spend 4/6/8% of tot
V	$2.55M	$xM / $xB	.test_harnesses/endgame_harness.js	84	comment	MIXES = [                          // non-IRA total held at $2.55M
V	$2.55M	$xM / $xB	.test_harnesses/endgame_harness.js	276	comment	// The main grid's smallest total is $2.55M, where Brokerage draws overrun the 0% LTCG bracke
V	$1M	$xM / $xB	.test_harnesses/endgame_harness.js	277	comment	// At ~$1M the 0% bracket can swallow the whole draw and the
V	$1.02M	$xM / $xB	.test_harnesses/endgame_harness.js	280	string	console.log('LOW-WEALTH CHECK  (x0.4 scale, totals ~$1.02M-$1.32M, basis 50, 36 cells)');
V	$1.32M	$xM / $xB	.test_harnesses/endgame_harness.js	280	string	console.log('LOW-WEALTH CHECK  (x0.4 scale, totals ~$1.02M-$1.32M, basis 50, 36 cells)');
S	Scalarising	Scalarizing	.test_harnesses/gk_drawrule_harness.js	26	comment	AND ends with more real terminal wealth, both plans funded. Scalarising with SPENDABLE_WEIGHT was
V	afterwards	afterward	.test_harnesses/rbg_harness.js	90	comment	* time said the rule used. The source document arrived afterwards and carries two parameter sets,
V	afterwards	afterward	.test_harnesses/rbg_harness.js	411	comment	// GK run would adjust at that point and move its own ratio afterwards, so the column is the first
V	24 November	Month D, YYYY	.test_harnesses/rbg_harness.js	12	comment	Guardrails To Project Sustainable Cash Flows", Kitces.com, 24 November 2021. Its
S	rRaise	rRaize	.test_harnesses/rbg_harness.js	286	code	const rRaise = railReturn(atTarget, set.upper);
S	rRaise	rRaize	.test_harnesses/rbg_harness.js	287	code	return { set: set.name, rCut, rRaise,
S	portRaise	portRaize	.test_harnesses/rbg_harness.js	289	code	portRaise: stateAfterYear(atTarget, rows, rRaise).portfolio
S	rRaise	rRaize	.test_harnesses/rbg_harness.js	289	code	portRaise: stateAfterYear(atTarget, rows, rRaise).portfolio };
S	rRaise	rRaize	.test_harnesses/rbg_harness.js	367	code	+ '  raise at ' + rpad(pctS(r.rRaise), 8)
S	portRaise	portRaize	.test_harnesses/rbg_harness.js	368	code	+ '   ' + money(r.portCut) + ' / ' + money(r.portRaise));
S	labelled	labeled / labeling	.test_harnesses/schedule_replay_harness.js	21	comment	* spend with more wealth is labelled DOMINATES rather than partial. Same spend, same s
V	backwards	backward	.test_harnesses/schedule_replay_harness.js	19	comment	ER, and calling that a coverage gap gets the whole exercise backwards. So every
V	$3.2M	$xM / $xB	.test_harnesses/spend_objective_harness.js	21	comment	* one year of it - on the defaults cell it is roughly $3.2M against ~$5.9M of terminal wealth. That
V	$5.9M	$xM / $xB	.test_harnesses/spend_objective_harness.js	21	comment	r of it - on the defaults cell it is roughly $3.2M against ~$5.9M of terminal wealth. That
S	neighbour	neighbor	.test_harnesses/split_expressiveness_harness.js	207	comment	// its neighbour, re-score, and the difference is what per-YEAR fr
S	neighbour	neighbor	.test_harnesses/split_expressiveness_harness.js	304	template	YEAR churn load-bearing? Collapse every 1-year run into its neighbour:`);
V	$7.4M	$xM / $xB	.test_harnesses/split_expressiveness_harness.js	276	comment	lared 8 of 10 cells invalid on deltas of ONE DOLLAR against $7.4M, because the base plan
V	$7.4M	$xM / $xB	.test_harnesses/split_fine_harness.js	235	comment	red 8 of 10 cells invalid on ONE DOLLAR of rounding against $7.4M, so report the magnitude.
V	$7.4M	$xM / $xB	.test_harnesses/split_fine_harness.js	248	comment	// DOLLAR against $7.4M; a pure ratio test does the same thing one decima
V	$7.3M	$xM / $xB	.test_harnesses/split_fine_harness.js	249	comment	// on a $7.3M lifetime spend tripped 1e-6 here on the first smo
S	neighbours	neighbor	.test_harnesses/stopyear_stability_harness.js	145	comment	// A local maximum is a cut scoring strictly above both neighbours. Endpoints count when they beat
S	neighbour	neighbor	.test_harnesses/stopyear_stability_harness.js	146	comment	// their single neighbour, since "convert nothing" and "never stop" are bot
V	stood	"was stood" (UK) -> standing (vet)	.test_harnesses/stopyear_stability_harness.js	22	comment	fter the first run and before any report. The sentence that stood here
S	analyse	analyze (check: "analyses" as a plural noun is fine)	.test_harnesses/taxattrib_harness.js	42	code	function analyse(inputs, mode, extra = {}) {
S	analyse	analyze (check: "analyses" as a plural noun is fine)	.test_harnesses/taxattrib_harness.js	64	code	const s = analyse(p.inputs, 'split'), l = analyse(p.inputs, 'late')
S	analyse	analyze (check: "analyses" as a plural noun is fine)	.test_harnesses/taxattrib_harness.js	64	code	const s = analyse(p.inputs, 'split'), l = analyse(p.inputs, 'late');
S	analyse	analyze (check: "analyses" as a plural noun is fine)	.test_harnesses/taxattrib_harness.js	82	code	const a = analyse(p.inputs, 'early'), d = analyse(p.inputs, 'early'
S	analyse	analyze (check: "analyses" as a plural noun is fine)	.test_harnesses/taxattrib_harness.js	82	code	const a = analyse(p.inputs, 'early'), d = analyse(p.inputs, 'early', { taxSettlement: 'december' })
V	sat	"was sat" (UK) -> sitting / sits (vet)	.test_harnesses/timingmode_harness.js	15	comment	* distribution sat in month 11, and a conversion may not precede the
V	tidied up	clean up - UK-leaning	.test_harnesses/which_plan.js	12	comment	* exactly the harnesses that were tidied up. That is a real cost of moving a literal behind a
V	afterwards	afterward	ARCHITECTURE.md	683	doc	for the duration of a run and restores it afterwards - without that, six byte-identity tests fail in
I	way round	way around	ARCHITECTURE.md	306	doc	ser's own plan is added once more with the switch the other way round
S	renormalise	renormalize	ARCHITECTURE.md	636	doc	this repo has no repo-wide EOL policy, and adding one would renormalise every tracked file.
S	modelling	modeled / modeling	ExperimentalFeatures.md	9	doc	puts** | a query parameter, no form field anywhere | a real modelling input that never got a control |
S	modelling	modeled / modeling	ExperimentalFeatures.md	145	doc	This is the one most easily lost**, because it is a genuine modelling input with no control
S	greys	gray	ExperimentalFeatures.md	135	doc	and Ordered, it **never reads the IRA Goal**, so that field greys out when it is selected - a fact that belongs her
I	ticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	ExperimentalFeatures.md	64	doc	is ticked, and the plan is run again when the solve lands.
S	focusses	focused	README.md	652	doc	wyer in Washington DC, I find his pragmatism refreshing. He focusses on retirement topics.
S	greys	gray	README.md	289	doc	ou chose and therefore has no shortfall rule to change - it greys the switch out rather than hiding it. With **Guar
I	current account	checking account	README.md	155	doc	. What this tool does is allow you to set your current age, current account balances, growth and inflation, filing status, an
I	ticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	README.md	198	doc	| Settings and page errors | ticked | your state, your choices and assumptions (strat
I	unticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	README.md	199	doc	| Full plan link | unticked | the same link **Share** makes, which holds your
I	unticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	README.md	200	doc	| Screenshot | unticked | a picture of the whole page behind the dialog,
I	tick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	README.md	294	doc	ch longer on an older computer) and runs in the background; tick *Auto-run* to keep it current as you edit, and *S
I	tick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	README.md	311	doc	sits under the charts on the Charts tab. Press **Run**, or tick
I	way round	way around	README.md	287	doc	ng, plus your own plan with the Guardrails switch the other way round. Apart from Ordered, and apart from ACA Cliff whi
I	way round	way around	README.md	1137	doc	timizer tests, plus your own plan with Guardrails the other way round. By default, therefore, *Compare All* runs 400 it
I	way round	way around	README.md	1164	doc	prediction. All start years makes the same point the other way round, by leaving nothing out. Either way it is a durab
I	knock-on	ripple / downstream (effect)	README.md	455	doc	pal interest never owes, overstating the tax again. The two knock-on effects come out roughly right that way, because
I	knock-on	ripple / downstream (effect)	README.md	908	doc	money grows, then is taxed once" and ignores the cascade of knock-on effects above. In my tests the true break-even wa
I	in future	in the future (vet: "in future years" is fine)	README.md	115	doc	n information helps prioritize which state tax rules to add in future releases. You are welcome to see for yourself by
I	in future	in the future (vet: "in future years" is fine)	README.md	574	doc	One other shortcoming: Boldin likes to present things in future dollars. This is a mistake that gives a false imp
I	in future	in the future (vet: "in future years" is fine)	README.md	1102	doc	3.6k in tax. In 8 years 162K will be the equivalent of 197k in future dollars. Tax on $197k then will be $21k in future
I	in future	in the future (vet: "in future years" is fine)	README.md	1102	doc	t of 197k in future dollars. Tax on $197k then will be $21k in future dollars and worth $16.4k in current dollars.
V	tidy	clean up - UK-leaning	README.md	906	doc	est, full-in break-even, because it captures everything the tidy formula leaves out: the larger required distribut
I	can do	elliptical "do" (UK) - drop "do"	README.md	444	doc	e the tool less simple. If you've got those situations, you can do some modeling here, but maybe a better tool will
I	can do	elliptical "do" (UK) - drop "do"	README.md	456	doc	lear that deduction in one year, which a large harvest year can do, state tax is **understated**. Each of the five s
V	$1.1M	$xM / $xB	README.md	137	doc	Sweeps ordinary income from $0 to $1.1M in $10k steps and plots your true all-in effectiv
I	faff	fuss	RetirementTaxPlanner.html	233	markup	background: #f5faff;
V	sat	"was sat" (UK) -> sitting / sits (vet)	RetirementTaxPlanner.html	487	comment	sat in the Rates group between four genuine rates, so
V	sat	"was sat" (UK) -> sitting / sits (vet)	RetirementTaxPlanner.html	829	comment	nly to input events it is never re-run after Compute, so it sat on screen
S	recognise	recognize	RetirementTaxPlanner.html	916	comment	lently fell through to the last one for anything it did not recognise.
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	Retirement_Projection.html	1437	code	x:{ grid:{color:'rgba(42,48,72,0.6)'}, ticks:{color:'#7b83a0', font:{family:"'DM Mono',monospa
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	Retirement_Projection.html	1438	code	yBal:{ position:'left',  grid:{color:'rgba(42,48,72,0.6)'}, ticks:{color:'#7b83a0', font:{family:"'DM Mono',monospa
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	Retirement_Projection.html	1439	code	yWd: { position:'right', grid:{display:false}, ticks:{color:'#7b83a0', font:{family:"'DM Mono',monospa
I	in Future	in the future (vet: "in future years" is fine)	Retirement_Projection.html	329	markup	ored as a negative floor and plotted as a flat nominal line in Future $ mode.</li>
I	in Future	in the future (vet: "in future years" is fine)	Retirement_Projection.html	338	markup	is <b>not indexed to inflation</b> and plots as a flat line in Future $ mode.</li>
I	in future	in the future (vet: "in future years" is fine)	Retirement_Projection.html	346	markup	b>Nominal / Real bal</b> — IRA balance at end of projection in future and today's dollars.</li>
S	behaviour	behavior	displayhelpers.js	68	comment	// Attaches smart numeric behaviour to a <input type="text"> element.
V	backwards	backward	displayhelpers.js	48	comment	Forward, so the FIRST match is the LARGEST unit that fits; backwards would call a billion "k".
S	labelled	labeled / labeling	doclinks.js	110	comment	// flatten any markup inside the anchor. Every filename-labelled link here is plain
S	labelled	labeled / labeling	doclinks.tests.js	186	comment	// ── 8. docLabel: a link labelled with a filename must not lie ──────────────
I	untick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	doclinks.tests.js	314	comment	// user to untick something that was not on the screen. A `<label>`
V	afterwards	afterward	feedback.js	111	comment	// a year, so it is masked; the script location is added afterwards and keeps its line number.
I	ticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.js	15	comment	settings    (ticked) the page's pinned values (the state), the share-
I	unticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.js	18	comment	plan link   (unticked) the whole share link, numbers and all
I	unticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.js	19	comment	screenshot  (unticked) a JPEG of what is on screen behind the dialog
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.js	154	comment	lt means "not included". shareUrl is read only for what the ticks allow.
I	unticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.js	725	comment	if (!el.shot.checked) return;            // unticked while it was being taken
I	Reckon	think / figure	feedback.js	686	comment	// downscaled. Reckon on 5 to 9 seconds on a laptop of a few years ago.
I	ticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.tests.js	152	string	test('buildPayload leaves the plan link out unless it is ticked', () => {
I	ticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.tests.js	158	string	tings, withheld names and page errors only when settings is ticked', () => {
I	unticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.tests.js	188	string	eq(FW.buildPayload(dialogState(), cfg).settings, null, 'unticked settings send no state either');
I	unticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.tests.js	277	string	test('the preview marks every unticked part and shows a screenshot only by its size', ()
I	ticked	check / checked / unchecked (a box) - vet: chart "ticks" are fine	feedback.tests.js	287	string	rt(full.includes(SHARE), 'the plan link is shown when it is ticked');
S	Cancelled	canceled / canceling	montecarlo/mc_controller.js	214	comment	// Cancelled mid-pass. Report nothing, which is what leaves th
S	amortised	amortized	montecarlo/mc_controller.js	136	comment	// the input fan are amortised over few simulations -- real cost, but it does no
S	cancelled	canceled / canceling	montecarlo/mc_engine.js	668	comment	// post or hand back. Returns null if the run was cancelled - the caller reports nothing in that
